country,level1_id,level2_id,name,label
PHL,147,312,2060,Katipunan
PHL,147,311,2103,Katipunan
PHL,141,304,2278,Katipunan
PHL,189,423,5537,Katugasan
IDN,14,15,4664,Kaumbu
PHL,189,423,5334,Kauswagan
PHL,147,315,1895,Kauswagan
IDN,14,5,1608,Kawa Kawali
PHL,142,320,2581,Kawasan
PHL,147,331,2364,Kawayan
IDN,109,173,2874,Kawio
PHL,142,283,2726,Kayam
IDN,109,171,4725,Kayumoyondi
IDN,109,175,5753,Kayuwatu
IDN,104,151,2333,Kelisamba
IDN,14,15,4652,Kelurahan Holimombo
IDN,14,9,2818,Kembar Maminasa
IDN,185,402,5046,Kida
PHL,147,316,1935,Kigay
PHL,177,386,4877,Kikilo
PHL,147,312,2054,Kima
PHL,189,427,5639,Kinabjangan
IDN,109,178,4811,Kinabohutan
PHL,178,420,5262,Kinachawa
PHL,187,425,5586,Kinamlutan
PHL,142,319,2155,Kinatarkan
PHL,142,283,2143,Kinawahan
IDN,109,174,4784,Kisihang
BRA,10,145,5667,Km 09
BRA,10,345,5293,Km 19
BRA,10,345,4263,Km 24
BRA,10,345,4260,Km 25
BRA,10,345,4261,Km 26
BRA,10,345,4262,Km 27
BRA,10,345,4259,Km 28
BRA,10,345,4255,Km 29 
BRA,10,345,4247,Km 30
BRA,10,345,4246,Km 32
BRA,10,345,4245,Km 33
BRA,10,345,4244,Km 34
BRA,10,345,4243,Km 36
BRA,10,345,4238,Km 37
BRA,10,345,4239,Km 38
BRA,10,345,4240,Km 39
IDN,14,4,1109,Koepisino
IDN,14,8,2813,Kogholifano
IDN,14,15,4824,Koholimombono
IDN,14,7,161,Kokapi
IDN,14,3,104,Kokoe
IDN,14,8,169,Kolese
IDN,14,10,15,Kollo Soha
IDN,109,175,4787,Kolongan
IDN,109,175,4788,Kolongan Satu
IDN,185,403,5076,Kolorai
IDN,14,9,4690,Kombikuno
IDN,109,172,4739,Komus Satu
IDN,14,15,4650,Kondowa
IDN,14,189,2911,Korumba
IDN,109,171,4721,Kotabunan
IDN,109,171,5721,Kotabunan Barat
IDN,109,171,5722,Kotabunan Selatan
IDN,109,172,5742,Kuala Utara
PHL,147,311,2108,Kulambugan
PHL,147,312,2057,Kulasian
IDN,14,10,24,Kulati
PHL,147,312,2061,Kulisap
IDN,179,390,5011,Kulur
IDN,14,15,72,Kumbewaha
IDN,14,15,400,Kuraa
HND,19,162,5707,La Ceiba Centro (Barra El Cangrejal)
HND,19,162,5708,La Ceiba Centro (Dantillo)
HND,19,162,2788,La Ceiba Centro (Miramar)
PHL,189,422,5326,La Fraternidad
GTM,21,126,1174,La Graciosa
PHL,141,306,1778,La Januza
HND,19,113,3434,La Masica Centro
PHL,145,333,2883,La paz
PHL,145,438,5386,La Paz
PHL,147,313,1995,La Paz
PHL,147,331,2374,La Paz
GTM,21,125,1164,La Pintada
PHL,145,338,2939,La Rioja
HND,19,88,503,La Rosita
PHL,189,423,5335,La Union
IDN,14,4,114,Laangke
PHL,147,312,2065,Labatan
IDN,14,5,124,Labeau
IDN,14,7,1101,Labengki
IDN,14,5,1628,Labisa
PHL,190,436,5514,Labog
IDN,14,6,140,Labotaone
PHL,178,404,5148,Labrador
IDN,179,390,5036,Labuan
IDN,14,8,174,Labulawa
IDN,14,8,4394,Labunia
IDN,14,15,4655,Laburunci
IDN,14,5,1621,Ladianta
PHL,143,300,2699,Ladpan
BRA,10,139,4000,Lago
BRA,10,139,4001,Lago do Povo
BRA,10,136,3916,Laguinho
PHL,178,418,5241,Laguma
PHL,186,407,5119,Laguna
HND,17,87,2350,Laguna de Alvarado
IDN,14,9,4688,Lahaji
IDN,185,402,5051,Laigoma
PHL,147,318,2172,Laih
IDN,14,7,162,Laimeo
IDN,109,174,4771,Laingpatehi
IDN,14,5,4642,Laiwo Jaya
IDN,14,9,4684,Lakawoghe
IDN,14,4,112,Lakonea
IDN,14,3,4405,Lakorua
PHL,149,297,1983,Lalawigan
IDN,14,3,4825,Lalibu
IDN,14,14,47,Laloa
IDN,14,185,2907,Laloeha
IDN,14,16,90,Lalole
IDN,109,175,4789,Lalumpe
IDN,14,10,16,Lamanggau
IDN,109,174,4764,Lamanggo
IDN,14,16,91,Lamaninggara
IDN,14,6,135,Lambangi
IDN,14,8,170,Lambelu
PHL,142,298,1662,Lambug
PHL,142,283,2144,Lambusan
PHL,147,331,5319,Lambuyogan
IDN,14,5,1609,Lamoluo
PHL,145,301,1729,Lamputong
PHL,142,284,2074,Lanao
IDN,14,5,1603,Langara Bajo
IDN,14,5,1610,Langara Indah
IDN,14,5,1611,Langara Iwawo
IDN,14,5,1612,Langara Laut
IDN,14,5,1613,Langara Tanjung Batu
IDN,14,4,4958,Langere
IDN,14,6,1640,Langgapulu
IDN,14,3,4826,Langkomu
IDN,14,8,4404,Langkorini
IDN,14,5,1614,Langkowala
PHL,147,310,2209,Langon
PHL,146,327,1771,Langub
PHL,142,319,2734,Langub
IDN,14,8,4398,Lanobake
IDN,14,4,1108,Lanosangia
PHL,149,297,1984,Lanot
IDN,14,5,1615,Lanowatu
IDN,14,5,125,Lansilowo
IDN,14,4,4960,Lantagi
IDN,14,3,4406,Lanto
IDN,14,5,1616,Lantula
IDN,185,403,5057,Laomadoro
IDN,14,16,4678,Lapandewa Makmur
IDN,109,173,4746,Lapango
IDN,109,173,4747,Lapango I
IDN,14,16,83,Lapara
IDN,109,173,4748,Lapepahe
PHL,147,331,2356,Lapirawan
PHL,187,425,5587,Lapu-lapu Poblacion
IDN,14,5,4643,Lapulo
BRA,10,447,5777,Laranjal
BRA,10,145,3966,Laranjeira
MOZ,25,444,5677,Larde-sede
HND,17,87,470,Las Sabana
IDN,14,3,4412,Lasori
PHL,184,398,4984,Latangan
IDN,14,9,4692,Latawe
IDN,179,390,5034,Latea
IDN,14,8,4403,Latompa
PHL,190,435,5502,Latud
BRA,10,136,3930,Lauro Sodré
PHL,177,386,4868,Lawa-an
PHL,189,422,5327,Lawigan
PHL,142,283,2727,Lawis
IDN,14,5,4638,Lebo
PHL,186,407,5113,Legaspi
PHL,173,381,5691,Legaspi
IDN,109,173,4749,Lehimi Tariang
IDN,179,390,5030,Leinitu
IDN,185,402,5048,Lelei
IDN,14,7,2767,Lembo
IDN,14,5,4636,Lembono
IDN,14,14,4635,Lemo
IDN,14,4,115,Lemo
IDN,14,9,4686,Lemoambo
IDN,14,7,2762,Lemobajo
IDN,14,4,2820,Lemoea
PHL,187,425,5588,Lemon
IDN,14,14,5080,Lengora
IDN,185,403,5058,Leo-leo Rao
PHL,187,425,5589,Leon Kilat Poblacion
IDN,109,174,4772,Lesah
IDN,109,174,4774,Lesah Rende
BRA,10,137,4051,Levada
PHL,178,405,5088,Lewing
IDN,14,14,48,Liano
IDN,109,178,4818,Libas
PHL,189,421,5661,Libas
BRA,10,345,4308,Liberdade
PHL,141,305,2957,Libertad
PHL,187,425,5646,Libertad
PHL,141,306,2286,Libertad
PHL,142,321,2324,Libertad
PHL,147,310,2204,Libertad (Pob.)
PHL,186,415,5206,Liberty
PHL,147,315,1904,Ligaya
IDN,185,402,5045,Ligua
IDN,109,178,4819,Lihunu
PHL,144,295,2685,Likas Ng Silangan
PHL,144,295,1880,Likas Ng Silangan (Pob.)
IDN,109,178,4820,Likupang Dua
IDN,109,178,4821,Likupang Kampung Ambong
PHL,187,425,5590,Limaha Poblacion
PHL,143,300,2700,limauag
PHL,143,300,2701,Limayag
HND,20,159,2576,Limón
BRA,10,137,4062,Limondeua
PHL,145,335,2931,Lindero
PHL,145,293,2984,Lindero
PHL,147,310,2212,Linguisan
PHL,140,291,2621,Lininti-an
PHL,140,291,1698,Lininti-An (Pob.)
IDN,14,4,116,Linsowu
PHL,147,316,1934,Lipacan
PHL,178,414,5200,Lipanto
PHL,145,301,1730,Lipata
PHL,142,326,1681,Lipayran
IDN,14,4,4617,Lipu
IDN,14,16,4836,Lipu
HND,20,118,5669,Lis Lis
PHL,145,334,2895,Lisub
PHL,145,437,5369,Lisub A
PHL,145,437,5372,Lisub B
PHL,147,331,2379,Litayon
GTM,21,125,1161,Livingston
BRA,10,136,3935,Livramento
BRA,10,343,4111,Livramento
BRA,10,346,4338,Livramento
IDN,14,3,4370,Liwu Lompona
IDN,14,8,2814,Liwumetingki
IDN,14,10,31,Liya Bahari Indah
IDN,14,10,32,Liya Mawi
IDN,14,10,953,Liya One Melangka
IDN,14,10,34,Liya Togo
PHL,145,335,2930,Liya-Liya
PHL,186,412,5169,Llamera
PHL,143,290,1673,Lo-Oc
PHL,178,405,5089,Lo-Ok
PHL,141,287,5301,Lobogon
PHL,143,285,2951,Lodgoron
PHL,173,381,5689,Logero
PHL,147,316,1938,Logpond
IDN,14,4,117,Loji
PHL,143,290,2604,Lonoy
IDN,14,16,84,Lontoi
PHL,142,283,2145,Looc
PHL,178,420,5263,Looc
PHL,147,314,2010,Looc Sapi
PHL,147,315,1909,Looc-Barlak
PHL,147,310,2210,Looc-Labuan
IDN,15,105,1131,Lopintol
IDN,14,14,49,Lora
IDN,14,14,4631,Lorolanu
PHL,187,425,5591,Los Angeles
HND,18,163,2796,Los Fuertes
PHL,189,426,5627,Lower Olave
PHL,142,284,2075,Lower Poblacion
PHL,147,310,2206,Lower Tungawan
PHL,177,386,4862,Loyonsawang
IDN,109,171,4724,Loyow
PHL,177,387,4849,Luan
PHL,184,397,4909,Luctob
PHL,184,397,4990,Luctob
PHL,145,335,2935,Lugta
PHL,187,425,5341,Lumbocan
PHL,186,417,5235,Luna
PHL,178,411,5269,Lungsod Daan
PHL,172,374,4466,Lupok
PHL,172,378,4545,Lusod
PHL,143,299,2194,Lutay
PHL,142,283,2146,Luyang
PHL,186,407,5114,Ma-Atas
PHL,184,399,4924,Maabot
PHL,190,432,5468,Maasin
PHL,141,304,2087,Maasin
PHL,143,300,1945,Maaslum
PHL,143,285,2590,Maaslum
PHL,140,292,1713,Mabahin
MOZ,23,401,5709,Mabandene
PHL,145,338,2936,Mabasa
PHL,141,305,2955,Mabini
PHL,189,423,5662,Mabini
PHL,147,316,1931,Mabini
PHL,142,321,2096,Mabini
PHL,147,311,2105,Mabini
PHL,186,407,5123,Mabini (Borja)
PHL,141,287,1765,Mabuhay
PHL,141,304,2279,Mabuhay
PHL,141,305,2956,Mabuhay
PHL,173,381,5687,Mabuhay
PHL,141,307,2113,Mabuhay (Nuevo Campo)
IDN,14,15,65,Mabulugo
MOZ,24,17,238,Mabuluku
PHL,143,290,2605,Mabunao
PHL,145,437,5374,Mabuyong
PHL,189,426,5628,Macalang
PHL,141,303,5311,Macapagal
BRA,10,139,4002,Maçarico
BRA,10,134,4847,Macaxeira
MOZ,25,442,5675,Maculuvelane
MOZ,23,401,4963,Macunhe 
BRA,10,145,3967,Madeira
PHL,145,439,5400,Madrangca
PHL,140,292,1714,Madrelino
PHL,145,325,2047,Mag-Aba
PHL,143,280,1647,Mag-Abo
BRA,10,344,4366,Magalhães Barata
PHL,140,291,2622,Magasang
PHL,178,413,5179,Magaupas
PHL,178,414,5198,Magbagacay
PHL,145,439,5397,Magcalon
PHL,189,421,5320,Magdagooc
PHL,145,437,5376,Magdalena
PHL,147,288,1806,Magdaup
PHL,144,295,2686,Maginhawa
PHL,144,295,1882,Maginhawa (Pob.)
IDN,14,9,182,Maginti
PHL,140,291,1699,Magosilom
PHL,147,311,2106,Magsaysay
PHL,141,305,2282,Magsaysay
PHL,141,306,2287,Magsaysay
PHL,186,408,5126,Magsaysay
PHL,186,412,5168,Magsaysay
PHL,186,415,5204,Magsaysay
PHL,189,421,5663,Magsaysay
PHL,145,338,2945,Magsaysay
PHL,148,279,2749,Magsaysay (Camp 4)
PHL,184,400,4947,Magsino
PHL,148,279,2750,Magtang
PHL,143,299,2740,Magtuhao
PHL,187,425,5592,Maguinda
PHL,189,423,5538,Mahaba
PHL,178,405,5087,Mahalo
IDN,109,174,4775,Mahangiang
PHL,187,425,5593,Mahay
PHL,141,287,5302,Mahayahay
MOZ,25,441,5672,Mahelene
IDN,109,175,5754,Mahembang
IDN,109,173,4757,Mahengetang
PHL,187,425,5594,Mahogany Poblacion
IDN,179,390,5017,Mahu
IDN,109,173,5766,Mahumu
IDN,109,173,5767,Mahumu I
IDN,109,173,5768,Mahumu II
PHL,187,425,5595,Maibu
PHL,184,399,4979,Mainit Norte
PHL,184,399,4935,Mainit Sur
PHL,151,342,2965,Maite
IDN,109,175,4790,Makalisung
PHL,147,288,1807,Makilas
IDN,14,10,2,Makoro
PHL,142,298,1663,Malabago
PHL,145,333,2880,Malabor
PHL,145,301,1731,Malacañang
PHL,143,289,1686,Malaga
PHL,177,386,4871,Malaguicay
PHL,145,439,5405,Malaiba
PHL,190,430,5441,Malaking Ilog
IDN,179,390,5032,Malaku
IDN,14,4,1601,Malalanda
PHL,145,301,1732,Malalison Island
PHL,145,438,5385,Malandog
PHL,178,413,5191,Malangsa
PHL,189,426,5629,Malapong
IDN,14,6,4620,Malaringgi
PHL,190,433,5480,Malatgao
MOZ,191,446,5711,Malaua
PHL,143,300,2702,Malbog
BRA,10,343,4125,Malhado
PHL,142,298,1664,Malhiao
PHL,178,414,5195,Malibago
IDN,14,8,4401,Maligano
PHL,144,295,1883,Maligaya
PHL,190,431,5451,Malihud
PHL,144,295,1884,Maliig
PHL,141,306,1779,Malinao
PHL,147,315,1901,Malinao
PHL,186,419,5252,Malinao
PHL,190,432,5827,Malis
PHL,190,431,5462,Malitub
PHL,172,378,4546,Maliwaliw
PHL,173,381,5700,Malobago
PHL,189,426,5630,Malpoc
PHL,147,313,2001,Mamagon
PHL,190,432,5469,Mambalot
PHL,184,397,4991,Mambog
PHL,149,297,1985,Mambungalon
PHL,148,282,2637,Mampirao
PHL,148,279,2751,Mananao
PHL,189,426,5344,Manapa
HND,20,120,2347,Manatí
PHL,187,425,5596,Mandamo
IDN,14,9,188,Mandike
PHL,142,298,1665,Manduyong
HND,18,111,600,Mangrove Bight
BRA,10,137,4068,Mangueirão
PHL,149,297,1986,Manguisoc
PHL,145,301,2663,Maniguin
PHL,187,425,5597,Manila de Bugabus
BRA,10,346,4339,Maniteua
PHL,140,292,4377,Manlico
PHL,147,330,2388,Manlin
PHL,142,283,2147,Mano
PHL,143,285,2591,Manogtong
PHL,189,428,5641,Manoligao
PHL,139,281,1792,Manook (Pob.)
IDN,14,10,6,Mantigola
IDN,14,15,73,Manuru
PHL,187,425,5598,Maon Poblacion
PHL,184,399,4932,Mapagmahal Pob. (Barangay 2)
PHL,145,438,5383,Mapatag
IDN,14,14,4628,Mapila
PHL,148,282,2638,Maqueda
BRA,10,448,5799,Maracapazinho
PHL,145,336,2912,Maradiona
PHL,143,323,1840,Maragondong
PHL,189,421,5525,Maraiging
PHL,145,293,1853,Maramig
PHL,190,431,5446,Marangas (Pob.)
BRA,10,346,4352,Maranhãozinho
BRA,10,136,3931,Marauá
IDN,14,16,4834,Marawali
BRA,10,205,4190,Marcos
PHL,189,424,5664,Marcos
PHL,141,307,2114,Maribojoc
PHL,142,319,2156,Maricaban
IDN,109,170,2871,Mariri Baru
PHL,143,323,1841,Martilo
PHL,145,333,2881,Martinez
BRA,10,345,4293,Martins Pinheiro
BRA,10,346,4355,Marudazinho
IDN,14,14,40,Masaloka
IDN,14,14,41,Masaloka Barat
IDN,14,14,42,Masaloka Selatan
IDN,14,14,43,Masaloka Timur
PHL,149,297,1987,Masalongsalong
PHL,145,332,2401,Masanag
PHL,187,425,5342,Masao
IDN,14,9,4687,Masara
PHL,145,440,5408,Masayo
HND,17,112,482,Masca
PHL,184,400,4938,Mascarina
PHL,184,397,4992,Masipag (Pob.)
PHL,172,375,4503,Maslog
IDN,14,5,1617,Mata Baho
IDN,14,5,1629,Mata Bubu
IDN,14,5,1622,Mata Dimba
IDN,14,8,171,Mata Indaha
IDN,14,5,126,Mata Iwoi
IDN,14,5,1618,Mata Langara
PHL,189,426,5345,Matabao
IDN,14,5,1630,Mataburanga
IDN,14,15,4670,Matanawuwe
IDN,14,6,4625,Matandahe
PHL,172,378,4547,Matarinao
PHL,184,398,4985,Matataja
IDN,14,15,5082,Matawia
PHL,140,292,1715,Matho
PHL,147,314,2006,Matim
PHL,141,302,1691,Matin-Ao
PHL,186,417,5234,Matingbe
BRA,10,134,4104,Matinha
PHL,143,289,2614,Matobato
PHL,149,297,1988,Matoogtoog
PHL,143,299,2195,Matuog
PHL,142,298,1666,Matutinao
IDN,104,151,2332,Maubasa
IDN,104,151,2334,Maubasa Timur
PHL,187,425,5599,Maug
PHL,145,335,2900,Mauno
PHL,186,408,5131,Mauswagon (Pob.)
MOZ,191,446,5679,Maverane
IDN,14,5,1631,Mawa
IDN,109,181,2903,Mawali
IDN,14,16,4832,Mawambunga
IDN,14,14,50,Mawar
IDN,14,3,1082,Mawasangka
IDN,109,173,4750,Mawira
PHL,147,312,2067,Mayabo (Santa Maria)
PHL,172,374,4468,Mayana
PHL,145,439,5406,Maybato Norte
PHL,145,439,5407,Maybato Sur
IDN,14,16,92,Mbanua
PHL,142,329,2301,Mcarthur
IDN,14,15,68,Mega Bahari
PLW,106,213,2809,Melekeok
PHL,186,406,5104,Melgar
PHL,190,430,5444,Melville
MOZ,25,18,239,Memba-sede
BRA,10,136,3936,Membeca
IDN,109,182,2904,Meras
PHL,142,321,2323,Mercedes
PHL,178,418,5245,Mercedes
HND,19,117,535,Miami
HND,17,112,497,Milla 3
BRA,10,205,4174,Mimim
BRA,10,345,4241,Mina
PHL,148,282,2639,Minalaba
IDN,109,174,5748,Minanga
IDN,109,177,5765,Minanga III
PHL,178,416,5220,Minoyho
PHL,147,312,2068,Minundas (Santo. Niño)
BRA,10,137,4065,Mirim
BRA,10,343,4114,Mirinzal
PHL,142,284,2076,Moabog
PHL,147,317,2192,Moalboal
IDN,109,179,4710,Modisi
IDN,109,174,4776,Mohonsawang
PHL,145,439,5396,Mojon
IDN,14,16,401,Mokobeau
IDN,14,10,26,Mola Bahari
IDN,14,10,29,Mola Nelayan Bakti
IDN,14,10,30,Mola Samaturu
IDN,14,10,28,Mola Selatan
IDN,14,10,27,Mola Utara
IDN,109,171,5725,Molobog
IDN,109,171,5726,Molobog Barat
IDN,109,171,5727,Molobog Timur
IDN,14,16,93,Molona
PHL,178,413,5181,Molopolo
MOZ,25,443,5678,Moma-sede
IDN,14,9,185,Momuntu
IDN,109,172,2873,Monompia
PHL,141,286,1750,Monserrat
PHL,184,400,4939,Montana
BRA,10,145,3956,Monte Alegre
BRA,10,135,4083,Monte Alegre
PHL,142,322,2723,Montealegre
BRA,10,136,3920,Monteiro
BRA,10,139,4037,Montenegro
PHL,142,284,2077,Montserrat
IDN,14,8,4397,Moolo
IDN,14,15,69,Mopaano
HND,20,152,2976,Moradel
BRA,10,136,3908,Moreirão
BRA,10,139,3983,Morro
BRA,10,447,5778,Morro do Macaco Molhado (Bairro Alegre)
BRA,10,345,4221,Mota
IDN,109,171,5728,Motongkad
IDN,109,171,5729,Motongkad Selatan
IDN,109,171,5730,Motongkad Tengah
IDN,109,171,5731,Motongkad Utara
BRA,10,137,4064,Mucambo
HND,17,112,486,Muchilena
MOZ,23,19,958,Mucocuene
MOZ,25,443,5684,Mucoroge
IDN,109,174,4777,Mulengen
IDN,15,105,1133,Mumes
IDN,14,5,4641,Munse
IDN,14,5,4640,Munse Indah
IDN,109,178,4812,Munte
BRA,10,136,3941,Murajá
BRA,10,136,3909,Muriá
BRA,10,136,3944,Mutucal
PHL,139,281,2672,Naagtan
PHL,145,301,1733,Naba
PHL,172,377,4524,Naga
PHL,147,331,2354,Naga-Naga
PHL,143,289,2615,Nagcasunog
MOZ,25,441,5680,Naherengue
IDN,179,390,5028,Nalahia
PHL,177,386,4863,Nalibunan
PHL,143,289,2616,Nalundan
MOZ,25,442,5674,Namalungo
MOZ,25,442,5673,Namige Sede
IDN,14,6,4621,Namu
BRA,10,205,4191,Nanã
IDN,14,5,4637,Nanga
IDN,104,150,2331,Nangahale
IDN,14,3,99,Napa
PHL,145,333,2886,Natividad
PHL,145,437,5379,Nato
PHL,145,328,2170,Nauhon
PHL,145,325,2048,Nauring
PHL,186,406,5105,Navarro
PHL,141,308,2177,Navarro (Pob.)
BRA,10,136,3932,Nazaré de Mocajuba
BRA,10,345,4276,Nazaré do Seco
BRA,10,136,3943,Nazaré do Tijoca
PHL,139,281,1793,Nazareno
PHL,148,279,2752,New Caaluan
PHL,186,408,5129,New Mabuhay
PHL,186,406,5100,New Nazareth
PHL,187,425,5600,New Society Village Poblacion
IDN,109,173,4751,Ngalipaeng Dua
IDN,109,173,4752,Ngalipaeng Satu
IDN,14,4,2967,Ngapaea
IDN,14,6,136,Ngapawali
PLW,120,370,4387,Ngchesar
IDN,185,403,5068,Ngele-ngele
IDN,14,16,85,Nggula-Nggula
PLW,108,214,2810,Ngiwal
PHL,172,374,4467,Ngolos
MOZ,23,19,1145,Nhagondzo
PHL,144,295,2687,Ninikat Ng Pag-Asa
PHL,144,295,1886,Ninikat Ng Pag-Asa (Pob.)
IDN,14,5,1623,Noko
IDN,179,390,5019,Noloth
PHL,187,425,5601,Nong-nong
HND,18,111,601,North East Bight
PHL,142,322,2126,Northern Poblacion
BRA,10,346,5278,Nova Aliança
BRA,10,345,4292,Nova Brasília
BRA,10,344,4321,Nova Brasília
BRA,10,343,4126,Nova Olinda
BRA,10,135,4097,Novo Horizonte
IDN,109,171,5733,Nuangan
IDN,109,171,5735,Nuangan Barat
IDN,109,171,5734,Nuangan Satu
IDN,109,171,5736,Nuangan Selatan
HND,19,161,2784,Nueva Armenia
PHL,186,407,5118,Nueva Estrella
PHL,141,308,2178,Nueva Estrella
PHL,143,299,2741,Numnum
IDN,179,389,4837,Nusaniwe
HND,18,165,5716,Oakridge
PHL,142,326,2950,Oboob
PHL,187,425,5602,Obrero Poblacion
PHL,190,431,5456,Ocayan
PHL,173,381,5697,Odoc
IDN,14,8,1088,Oempu
IDN,14,8,175,Oenggumora
PHL,139,281,1794,Ogao
IDN,14,10,2816,Oihu
PHL,143,290,1674,Okiot
PHL,142,319,2157,Okoy
PHL,151,341,2964,Olang
PHL,148,279,2753,Old Caaluan
PHL,146,327,1772,Old Poblacion
PHL,145,335,2929,Oloc
PHL,184,397,4993,Olongtao Ibaba
PHL,143,290,1675,Olympia
HND,17,112,500,Omoa casco
IDN,14,10,17,Onemay
PHL,187,425,5603,Ong Yiu Poblacion
IDN,109,176,5757,Ongkaw 1
IDN,109,176,5758,Ongkaw 3
PHL,148,282,2640,Oring
PHL,190,432,5477,Oring-Oring
PHL,148,282,2641,Oroc-Osoc
HND,19,115,512,Orotina
PHL,178,416,5217,Osao
PHL,186,412,5159,Osmeña
PHL,141,286,5295,Osmena
PHL,173,381,5696,Osmena
IDN,179,390,5012,Ouw
IDN,179,390,5039,Paa
BRA,10,136,3919,Pacamorema
PHL,145,440,5409,Paciencia
PHL,141,303,2131,Pacifico
PHL,139,281,1795,Paco
PHL,172,377,4525,Paco
BRA,10,134,4105,Pacoval
BRA,10,347,4212,Pacujá
PHL,145,338,2942,Padang
BRA,10,139,3989,Padre Luiz
PHL,140,291,1700,Pag-Antayan
PHL,148,279,2201,Pag-Asa
PHL,184,397,4994,Pag-Asa (Pob.)
PHL,187,425,5604,Pagatpatan
PHL,172,374,4469,Pagbabangnan
PHL,184,399,4933,Pagkakaisa Pob. (Barangay 1)
PHL,172,374,4470,Pagnamitan
PHL,148,282,2642,Pagolinan
PHL,142,321,2713,Pagsa
IDN,109,174,5746,Pahiama
IDN,14,9,183,Pajala
PHL,184,397,4995,Pajarillo
PHL,145,293,1854,Pajo
PHL,147,316,1930,Palalian
PHL,172,376,4515,Palamrag (Cabiliri-An)
PHL,172,378,4548,Palanas
PHL,140,291,1701,Palasao
PHL,143,299,2196,Palaslan
IDN,14,5,128,Palingi
IDN,14,5,1106,Palingi Barat
IDN,14,5,1107,Palingi Timur
PHL,145,337,2919,Paliwan
PHL,145,334,2891,Palma
PHL,147,315,1903,Pamansaan
PHL,184,396,4905,Pambilan Norte
PHL,184,396,4906,Pambilan Sur
PHL,184,399,4928,Pambuhan
PHL,149,297,1989,Pambuhan
PHL,147,330,2383,Pamintayan
PHL,141,308,2179,Pamosaingan
PHL,190,433,5485,Panacan
PHL,190,433,5819,Panacan II
PHL,143,290,2606,Panala-an
PHL,190,435,5510,Panalingaan
PHL,186,415,5201,Panamaon
IDN,14,6,144,Panambea Barata
PHL,178,413,5188,Pandan
PHL,147,331,2371,Pandan-Pandan
PHL,190,430,5431,Pandanan
PHL,148,282,2643,Pandanan
IDN,185,403,5074,Pandanga
PHL,187,425,5605,Pangabugan
PHL,143,289,1687,Pangalaycayan
PHL,139,281,1796,Panganiban (Pob.)
IDN,14,7,4694,Panggulawu
IDN,109,170,4716,Pangi
PHL,147,288,1808,Pangi
IDN,109,170,4717,Pangi Timur
IDN,14,3,105,Pangilia
PHL,190,432,5476,Pangobilian
PHL,178,414,5196,Panian
PHL,148,282,1708,Paniman
PHL,190,434,5492,Panitian
PHL,190,436,5516,Panitian
BRA,10,345,4232,Pão-de-Açucar
IDN,179,390,5009,Paperu
IDN,109,173,4758,Para
IDN,109,173,4759,Para I
BRA,10,447,5779,Pará Maranhão
PHL,139,281,2673,Paradijon (Pob.)
PHL,144,295,2688,Paraiso
BRA,10,347,4213,Paraíso
BRA,10,344,4322,Paraíso
PHL,144,295,1888,Paraiso (Pob.)
PHL,140,291,2623,Parang
IDN,109,175,5749,Parentek
IDN,109,171,4722,Paret
IDN,109,171,5723,Paret Timur
PHL,172,373,4440,Parina
IDN,104,150,2339,Parumaan
IDN,179,390,5037,Pasanea
IDN,14,15,4658,Pasarwajo
BRA,10,145,3968,Páscoa
PHL,190,430,5443,Pasig
IDN,14,9,2804,Pasipadangan
IDN,14,7,2768,Pasir Putih
IDN,14,5,1606,Pasir Putih
IDN,109,170,4718,Pasirputih
BRA,10,345,4289,Passagem
PHL,184,398,4986,Patabog
BRA,10,343,4117,Patal
BRA,10,139,4008,Patalino
IDN,14,5,1624,Patande
PHL,142,326,2948,Patao
BRA,10,447,5773,Patauá
IDN,14,10,2566,Patipelong
PHL,145,325,2049,Patria
IDN,14,10,18,Patua
IDN,14,10,19,Patua II
BRA,10,137,5683,Pau Reis
BRA,10,345,4257,Pauxis
BRA,10,343,4149,Paxiiba
PHL,172,373,4442,Paya
PHL,139,281,2674,Payawin
PHL,145,293,1855,Paz
PHL,142,321,2322,Paz
BRA,10,134,4106,Pedral
BRA,10,346,4353,Pedral
BRA,10,136,3947,Pedras Grandes
BRA,10,449,5814,Pedreira e Catanhede
BRA,10,347,4215,Pedrinhas
PHL,141,303,5310,Pelaez
PHL,143,289,2617,Peñahan
BRA,10,345,4224,Penha
BRA,10,145,3964,Pepêua
BRA,10,145,3969,Pereru de Fátima
BRA,10,205,4200,Peri
BRA,10,347,4216,Peri Meri
BRA,10,345,4237,Peri-Açu
BRA,10,343,4123,Perimirim
IDN,109,179,4711,Perjuangan
BRA,10,343,4131,Peroba
IDN,14,10,9,Peropa
BRA,10,139,3984,Perpétuo Socorro
BRA,10,134,4107,Pesqueiro
MOZ,23,19,957,Petane
PHL,187,425,5606,Pianing
BRA,10,136,3910,Piaui
BRA,10,139,4018,Piçarreira
PHL,187,425,5607,Pigdaulan
PHL,177,386,4870,Pilar
PHL,141,304,2081,Pilaring (Pob.)
PHL,148,282,2644,Pili-Tabiguian
IDN,185,403,5075,Pilowo
BRA,10,139,4027,Pimenteira
PHL,184,397,4996,Pinagbayanan
PHL,184,399,4934,Pinagtubigan Este
PHL,184,399,4929,Pinagtubigan Weste
PHL,173,381,5702,Pinalangga
PHL,147,315,1907,Pinalim (San Roque)
PHL,143,299,2742,Pinalubngan
PHL,187,425,5608,Pinamanculan
